siren,raison_sociale,secteur_naf,secteur_libelle,effectif_estime,effectif_min,effectif_max,obligation_beges,beges_publie,beges_valide,beges_decret_2022_compliant,contact_telephone,contact_email,contact_linkedin,statut
100000269,Entreprise 00269 SAS,G,"Commerce, réparation auto",22,20,49,False,False,,,True,True,False,sourced
100000270,Entreprise 00270 SAS,C,Industrie manufacturière,30,20,49,False,False,,,True,False,False,sourced
100000271,Entreprise 00271 SAS,F,Construction,833,500,999,True,False,,,True,True,True,sourced
100000272,Entreprise 00272 SAS,F,Construction,24,20,49,False,False,,,True,False,True,sourced
100000273,Entreprise 00273 SAS,N,Services administratifs et soutien,10,10,19,False,False,,,True,False,True,sourced
100000274,Entreprise 00274 SAS,M,Activités spé. scientifiques/techniques,15,10,19,False,False,,,False,False,False,sourced
100000275,Entreprise 00275 SAS,G,"Commerce, réparation auto",1179,1000,1999,True,True,True,True,True,True,True,sourced
100000276,Entreprise 00276 SAS,S,Autres services,1,1,2,False,False,,,True,False,False,sourced
100000277,Entreprise 00277 SAS,I,Hébergement et restauration,4,3,5,False,False,,,True,True,False,sourced
100000278,Entreprise 00278 SAS,G,"Commerce, réparation auto",1324,1000,1999,True,True,True,True,False,False,True,sourced
100000279,Entreprise 00279 SAS,F,Construction,4,3,5,False,False,,,False,False,True,qualified
100000280,Entreprise 00280 SAS,F,Construction,10,10,19,False,False,,,True,False,True,sourced
100000281,Entreprise 00281 SAS,F,Construction,68,50,99,False,False,,,True,True,True,sourced
100000282,Entreprise 00282 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,False,True,True,contacted
100000283,Entreprise 00283 SAS,F,Construction,125,100,199,False,False,,,False,False,False,sourced
100000284,Entreprise 00284 SAS,Q,Santé humaine et action sociale,1792,1000,1999,True,False,,,False,True,True,qualified
100000285,Entreprise 00285 SAS,M,Activités spé. scientifiques/techniques,945,500,999,True,True,False,,True,True,True,sourced
100000286,Entreprise 00286 SAS,H,Transports et entreposage,5,3,5,False,False,,,False,True,False,sourced
100000287,Entreprise 00287 SAS,N,Services administratifs et soutien,4,3,5,False,False,,,False,True,True,sourced
100000288,Entreprise 00288 SAS,H,Transports et entreposage,12,10,19,False,False,,,True,False,False,sourced
100000289,Entreprise 00289 SAS,Q,Santé humaine et action sociale,35,20,49,False,False,,,False,True,True,qualified
100000290,Entreprise 00290 SAS,F,Construction,516,500,999,True,True,False,,False,False,False,sourced
100000291,Entreprise 00291 SAS,S,Autres services,7,6,9,False,False,,,False,False,True,rejected
100000292,Entreprise 00292 SAS,S,Autres services,2,1,2,False,False,,,True,False,True,qualified
100000293,Entreprise 00293 SAS,N,Services administratifs et soutien,3,3,5,False,False,,,False,True,True,sourced
100000294,Entreprise 00294 SAS,N,Services administratifs et soutien,634,500,999,True,False,,,False,False,False,qualified
100000295,Entreprise 00295 SAS,M,Activités spé. scientifiques/techniques,126,100,199,False,False,,,False,True,False,qualified
100000296,Entreprise 00296 SAS,G,"Commerce, réparation auto",15,10,19,False,False,,,False,True,True,sourced
100000297,Entreprise 00297 SAS,Q,Santé humaine et action sociale,233,200,249,False,False,,,True,True,True,sourced
100000298,Entreprise 00298 SAS,G,"Commerce, réparation auto",440,250,499,False,False,,,False,False,True,contacted
100000299,Entreprise 00299 SAS,N,Services administratifs et soutien,1,1,2,False,False,,,False,False,True,sourced
100000300,Entreprise 00300 SAS,S,Autres services,768,500,999,True,True,False,,False,True,False,sourced
100000301,Entreprise 00301 SAS,S,Autres services,12,10,19,False,False,,,False,False,True,sourced
100000302,Entreprise 00302 SAS,M,Activités spé. scientifiques/techniques,58,50,99,False,False,,,False,True,False,sourced
100000303,Entreprise 00303 SAS,G,"Commerce, réparation auto",814,500,999,True,True,True,True,False,True,False,sourced
100000304,Entreprise 00304 SAS,K,Activités financières et assurance,4,3,5,False,False,,,False,True,True,sourced
100000305,Entreprise 00305 SAS,N,Services administratifs et soutien,3,3,5,False,False,,,True,True,True,sourced
100000306,Entreprise 00306 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,True,True,sourced
100000307,Entreprise 00307 SAS,I,Hébergement et restauration,300,250,499,False,False,,,False,True,False,sourced
100000308,Entreprise 00308 SAS,G,"Commerce, réparation auto",369,250,499,False,False,,,False,False,True,sourced
100000309,Entreprise 00309 SAS,C,Industrie manufacturière,6,6,9,False,False,,,False,False,True,sourced
100000310,Entreprise 00310 SAS,I,Hébergement et restauration,8,6,9,False,False,,,True,True,False,contacted
100000311,Entreprise 00311 SAS,G,"Commerce, réparation auto",73,50,99,False,False,,,True,True,True,sourced
100000312,Entreprise 00312 SAS,F,Construction,46,20,49,False,False,,,False,False,True,sourced
100000313,Entreprise 00313 SAS,F,Construction,87,50,99,False,False,,,True,True,True,contacted
100000314,Entreprise 00314 SAS,N,Services administratifs et soutien,4,3,5,False,False,,,False,True,True,sourced
100000315,Entreprise 00315 SAS,C,Industrie manufacturière,3,3,5,False,False,,,True,True,True,sourced
100000316,Entreprise 00316 SAS,G,"Commerce, réparation auto",3276,2000,4999,True,False,,,False,True,True,sourced
100000317,Entreprise 00317 SAS,K,Activités financières et assurance,11,10,19,False,False,,,True,True,True,sourced
100000318,Entreprise 00318 SAS,F,Construction,267,250,499,False,False,,,False,False,True,sourced
100000319,Entreprise 00319 SAS,G,"Commerce, réparation auto",65,50,99,False,False,,,False,False,True,qualified
100000320,Entreprise 00320 SAS,M,Activités spé. scientifiques/techniques,3,3,5,False,False,,,True,True,True,qualified
100000321,Entreprise 00321 SAS,I,Hébergement et restauration,39,20,49,False,False,,,False,True,True,sourced
100000322,Entreprise 00322 SAS,K,Activités financières et assurance,211,200,249,False,False,,,True,True,True,sourced
100000323,Entreprise 00323 SAS,F,Construction,1158,1000,1999,True,False,,,False,True,False,sourced
100000324,Entreprise 00324 SAS,S,Autres services,476,250,499,False,False,,,False,True,True,sourced
100000325,Entreprise 00325 SAS,H,Transports et entreposage,633,500,999,True,True,True,False,False,True,True,rejected
100000326,Entreprise 00326 SAS,C,Industrie manufacturière,805,500,999,True,False,,,False,False,True,sourced
100000327,Entreprise 00327 SAS,M,Activités spé. scientifiques/techniques,1228,1000,1999,True,False,,,False,False,True,contacted
100000328,Entreprise 00328 SAS,F,Construction,51,50,99,False,False,,,False,False,False,sourced
100000329,Entreprise 00329 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,False,False,True,sourced
100000330,Entreprise 00330 SAS,S,Autres services,3,3,5,False,False,,,False,False,False,sourced
100000331,Entreprise 00331 SAS,I,Hébergement et restauration,9,6,9,False,False,,,True,False,True,sourced
100000332,Entreprise 00332 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,False,False,True,sourced
100000333,Entreprise 00333 SAS,N,Services administratifs et soutien,8,6,9,False,False,,,False,False,False,sourced
100000334,Entreprise 00334 SAS,J,Information et communication,186,100,199,False,False,,,False,False,True,sourced
100000335,Entreprise 00335 SAS,G,"Commerce, réparation auto",22,20,49,False,False,,,True,True,False,sourced
100000336,Entreprise 00336 SAS,N,Services administratifs et soutien,327,250,499,False,False,,,False,True,True,sourced
100000337,Entreprise 00337 SAS,F,Construction,591,500,999,True,True,True,True,False,True,False,qualified
100000338,Entreprise 00338 SAS,S,Autres services,45,20,49,False,False,,,False,True,True,contacted
100000339,Entreprise 00339 SAS,I,Hébergement et restauration,12,10,19,False,False,,,True,False,True,contacted
100000340,Entreprise 00340 SAS,H,Transports et entreposage,341,250,499,False,False,,,False,True,False,sourced
100000341,Entreprise 00341 SAS,C,Industrie manufacturière,10,10,19,False,False,,,False,False,True,sourced
100000342,Entreprise 00342 SAS,S,Autres services,800,500,999,True,False,,,False,True,False,sourced
100000343,Entreprise 00343 SAS,C,Industrie manufacturière,1,1,2,False,False,,,False,True,False,sourced
100000344,Entreprise 00344 SAS,I,Hébergement et restauration,4,3,5,False,False,,,False,True,True,sourced
100000345,Entreprise 00345 SAS,N,Services administratifs et soutien,333,250,499,False,False,,,False,True,True,sourced
100000346,Entreprise 00346 SAS,G,"Commerce, réparation auto",107,100,199,False,False,,,False,True,True,qualified
100000347,Entreprise 00347 SAS,M,Activités spé. scientifiques/techniques,9,6,9,False,False,,,False,True,False,sourced
100000348,Entreprise 00348 SAS,N,Services administratifs et soutien,279,250,499,False,False,,,False,True,False,sourced
100000349,Entreprise 00349 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,False,True,sourced
100000350,Entreprise 00350 SAS,G,"Commerce, réparation auto",13,10,19,False,False,,,False,False,False,sourced
100000351,Entreprise 00351 SAS,C,Industrie manufacturière,705,500,999,True,True,False,,False,True,True,contacted
100000352,Entreprise 00352 SAS,Q,Santé humaine et action sociale,3,3,5,False,False,,,False,True,True,sourced
100000353,Entreprise 00353 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,False,True,qualified
100000354,Entreprise 00354 SAS,K,Activités financières et assurance,370,250,499,False,False,,,False,True,True,sourced
100000355,Entreprise 00355 SAS,Q,Santé humaine et action sociale,244,200,249,False,False,,,False,True,False,sourced
100000356,Entreprise 00356 SAS,I,Hébergement et restauration,10,10,19,False,False,,,False,False,False,rejected
100000357,Entreprise 00357 SAS,I,Hébergement et restauration,12,10,19,False,False,,,False,True,True,sourced
100000358,Entreprise 00358 SAS,I,Hébergement et restauration,352,250,499,False,False,,,True,False,True,sourced
100000359,Entreprise 00359 SAS,M,Activités spé. scientifiques/techniques,1927,1000,1999,True,False,,,True,False,False,sourced
100000360,Entreprise 00360 SAS,I,Hébergement et restauration,59,50,99,False,False,,,True,False,False,sourced
100000361,Entreprise 00361 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,True,True,sourced
100000362,Entreprise 00362 SAS,N,Services administratifs et soutien,73,50,99,False,False,,,True,False,True,contacted
100000363,Entreprise 00363 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,True,False,sourced
100000364,Entreprise 00364 SAS,H,Transports et entreposage,14,10,19,False,False,,,False,False,False,sourced
100000365,Entreprise 00365 SAS,M,Activités spé. scientifiques/techniques,7,6,9,False,False,,,False,False,False,rejected
100000366,Entreprise 00366 SAS,F,Construction,14,10,19,False,False,,,False,True,True,sourced
100000367,Entreprise 00367 SAS,H,Transports et entreposage,1,1,2,False,False,,,True,True,True,qualified
100000368,Entreprise 00368 SAS,C,Industrie manufacturière,14,10,19,False,False,,,False,True,True,sourced
100000369,Entreprise 00369 SAS,M,Activités spé. scientifiques/techniques,613,500,999,True,True,True,True,False,False,False,sourced
100000370,Entreprise 00370 SAS,S,Autres services,5,3,5,False,False,,,True,False,True,sourced
100000371,Entreprise 00371 SAS,F,Construction,456,250,499,False,False,,,True,False,True,sourced
100000372,Entreprise 00372 SAS,C,Industrie manufacturière,1339,1000,1999,True,False,,,False,False,False,sourced
100000373,Entreprise 00373 SAS,N,Services administratifs et soutien,5,3,5,False,False,,,False,True,True,rejected
100000374,Entreprise 00374 SAS,N,Services administratifs et soutien,550,500,999,True,False,,,False,True,True,sourced
100000375,Entreprise 00375 SAS,I,Hébergement et restauration,67,50,99,False,False,,,False,False,True,sourced
100000376,Entreprise 00376 SAS,M,Activités spé. scientifiques/techniques,20,20,49,False,False,,,False,True,False,sourced
100000377,Entreprise 00377 SAS,G,"Commerce, réparation auto",75,50,99,False,False,,,False,True,False,sourced
100000378,Entreprise 00378 SAS,Q,Santé humaine et action sociale,4,3,5,False,False,,,False,False,True,contacted
100000379,Entreprise 00379 SAS,I,Hébergement et restauration,2,1,2,False,False,,,True,False,True,sourced
100000380,Entreprise 00380 SAS,I,Hébergement et restauration,19,10,19,False,False,,,True,True,True,qualified
100000381,Entreprise 00381 SAS,S,Autres services,23,20,49,False,False,,,True,True,True,sourced
100000382,Entreprise 00382 SAS,N,Services administratifs et soutien,32,20,49,False,False,,,False,False,True,sourced
100000383,Entreprise 00383 SAS,F,Construction,176,100,199,False,False,,,False,False,True,rejected
100000384,Entreprise 00384 SAS,G,"Commerce, réparation auto",5,3,5,False,False,,,False,False,True,sourced
100000385,Entreprise 00385 SAS,F,Construction,1214,1000,1999,True,True,True,True,False,True,True,sourced
100000386,Entreprise 00386 SAS,S,Autres services,822,500,999,True,True,True,False,True,False,True,sourced
100000387,Entreprise 00387 SAS,J,Information et communication,17,10,19,False,False,,,True,True,True,sourced
100000388,Entreprise 00388 SAS,N,Services administratifs et soutien,938,500,999,True,True,False,,False,True,True,sourced
100000389,Entreprise 00389 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,True,False,sourced
100000390,Entreprise 00390 SAS,N,Services administratifs et soutien,62,50,99,False,False,,,False,True,True,sourced
100000391,Entreprise 00391 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,False,True,False,sourced
100000392,Entreprise 00392 SAS,F,Construction,52,50,99,False,False,,,False,True,True,sourced
100000393,Entreprise 00393 SAS,C,Industrie manufacturière,13,10,19,False,False,,,True,False,False,sourced
100000394,Entreprise 00394 SAS,N,Services administratifs et soutien,57,50,99,False,False,,,False,True,False,sourced
100000395,Entreprise 00395 SAS,M,Activités spé. scientifiques/techniques,57,50,99,False,False,,,False,True,True,sourced
100000396,Entreprise 00396 SAS,C,Industrie manufacturière,17,10,19,False,False,,,False,False,True,sourced
100000397,Entreprise 00397 SAS,I,Hébergement et restauration,9,6,9,False,False,,,False,True,True,sourced
100000398,Entreprise 00398 SAS,G,"Commerce, réparation auto",66,50,99,False,False,,,True,True,True,sourced
100000399,Entreprise 00399 SAS,G,"Commerce, réparation auto",6,6,9,False,False,,,False,False,True,qualified
100000400,Entreprise 00400 SAS,F,Construction,106,100,199,False,False,,,True,False,True,sourced
100000401,Entreprise 00401 SAS,H,Transports et entreposage,135,100,199,False,False,,,False,False,True,sourced
100000402,Entreprise 00402 SAS,S,Autres services,270,250,499,False,False,,,False,False,True,qualified
100000403,Entreprise 00403 SAS,F,Construction,7,6,9,False,False,,,False,True,True,qualified
100000404,Entreprise 00404 SAS,F,Construction,5,3,5,False,False,,,False,False,False,sourced
100000405,Entreprise 00405 SAS,F,Construction,294,250,499,False,False,,,True,True,True,sourced
100000406,Entreprise 00406 SAS,C,Industrie manufacturière,65,50,99,False,False,,,False,True,True,sourced
100000407,Entreprise 00407 SAS,Q,Santé humaine et action sociale,738,500,999,True,True,True,True,False,False,False,contacted
100000408,Entreprise 00408 SAS,G,"Commerce, réparation auto",22,20,49,False,False,,,False,False,False,sourced
100000409,Entreprise 00409 SAS,Q,Santé humaine et action sociale,772,500,999,True,True,True,False,True,True,True,qualified
100000410,Entreprise 00410 SAS,N,Services administratifs et soutien,262,250,499,False,False,,,False,True,False,sourced
